ORF_ID	ORF_length	start	end	Contig_Name	Contig_length	strand	ec	taxonomy	product
NapTol_Functional_sc_37_19	467	16618	17085	NapTol_Functional_sc_37	24310	+		root (1)	hypothetical protein
NapTol_Functional_sc_37_20	2072	17086	19158	NapTol_Functional_sc_37	24310	-		Chloroflexus aggregans (152260)	Cell division protein FtsK
NapTol_Functional_sc_37_21	1658	19310	20968	NapTol_Functional_sc_37	24310	-		Firmicutes (1239)	Zn-dependent hydrolase, RNA-metabolising, CPSF 100 kDa analog
NapTol_Functional_sc_37_22	611	21039	21650	NapTol_Functional_sc_37	24310	-		Monera	Uracil-DNA glycosylase, family 4
NapTol_Functional_sc_37_23	386	21875	22261	NapTol_Functional_sc_37	24310	+		root (1)	hypothetical protein
NapTol_Functional_sc_37_24	416	22327	22743	NapTol_Functional_sc_37	24310	+		Bacteria (2)	Single-stranded DNA-binding protein
NapTol_Functional_sc_37_25	1034	23230	24264	NapTol_Functional_sc_37	24310	+		root (1)	hypothetical protein
NapTol_Functional_sc_30_0	689	135	824	NapTol_Functional_sc_30	31609	+		Bacteria (2)	Putative preQ0 transporter
NapTol_Functional_sc_30_1	401	824	1225	NapTol_Functional_sc_30	31609	+	1.7.1.13	Bacteria (2)	NADPH dependent preQ0 reductase (EC 1.7.1.13)
NapTol_Functional_sc_30_2	1106	1510	2616	NapTol_Functional_sc_30	31609	+	3.5.4.26	Clostridia (186801)	Diaminohydroxyphosphoribosylaminopyrimidine deaminase (EC 3.5.4.26) / 5-amino-6-(5-phosphoribosylamino)uracil reductase 1.1.1.193)
NapTol_Functional_sc_30_3	668	2601	3269	NapTol_Functional_sc_30	31609	+	2.5.1.9	Bacteria (2)	Riboflavin synthase eubacterial/eukaryotic (EC 2.5.1.9) [Haemophilus
NapTol_Functional_sc_30_4	1241	3269	4510	NapTol_Functional_sc_30	31609	+	4.1.99.12	Firmicutes (1239)	3,4-dihydroxy-2-butanone 4-phosphate synthase (EC 4.1.99.12) / GTP cyclohydrolase II 3.5.4.25)
NapTol_Functional_sc_30_5	467	4507	4974	NapTol_Functional_sc_30	31609	+	2.5.1.78	Bacteria (2)	6,7-dimethyl-8-ribityllumazine synthase (EC 2.5.1.78)
NapTol_Functional_sc_30_6	1298	5296	6594	NapTol_Functional_sc_30	31609	+	4.1.99.17	Bacteria (2)	Hydroxymethylpyrimidine phosphate synthase ThiC (EC 4.1.99.17)
NapTol_Functional_sc_30_7	818	6584	7402	NapTol_Functional_sc_30	31609	+	2.7.4.7	Bacteria (2)	Hydroxymethylpyrimidine phosphate kinase ThiD (EC 2.7.4.7)
NapTol_Functional_sc_30_8	824	7399	8223	NapTol_Functional_sc_30	31609	+	2.7.1.50	Bacteria (2)	Hydroxyethylthiazole kinase (EC 2.7.1.50)
NapTol_Functional_sc_30_9	626	8210	8836	NapTol_Functional_sc_30	31609	+	2.5.1.3	Treponema caldaria (215591)	Thiamin-phosphate pyrophosphorylase (EC 2.5.1.3)
NapTol_Functional_sc_30_10	788	8842	9630	NapTol_Functional_sc_30	31609	+		Treponema caldaria (215591)	Haloacid dehalogenase domain-containing protein hydrolase
NapTol_Functional_sc_30_11	1694	9906	11600	NapTol_Functional_sc_30	31609	+		Bacteria (2)	von Willebrand factor type A domain protein
NapTol_Functional_sc_30_12	878	11631	12509	NapTol_Functional_sc_30	31609	-		root (1)	hypothetical protein
NapTol_Functional_sc_30_13	2135	12526	14661	NapTol_Functional_sc_30	31609	-	1.17.4.2	Bacteria (2)	Ribonucleotide reductase class III (anaerobic), large subunit (EC 1.17.4.2)
NapTol_Functional_sc_30_14	350	15070	15420	NapTol_Functional_sc_30	31609	-		root (1)	hypothetical protein
NapTol_Functional_sc_30_15	1568	15438	17006	NapTol_Functional_sc_30	31609	-		Treponema caldaria (215591)	Polyferredoxin NapH (periplasmic nitrate reductase)
NapTol_Functional_sc_30_16	1358	17186	18544	NapTol_Functional_sc_30	31609	-	3.2.1.22	Bacteria (2)	Alpha-galactosidase (EC 3.2.1.22)
NapTol_Functional_sc_30_17	989	18619	19608	NapTol_Functional_sc_30	31609	-		Treponema caldaria (215591)	LacI family transcriptional regulator
NapTol_Functional_sc_30_18	2429	19810	22239	NapTol_Functional_sc_30	31609	+		root (1)	hypothetical protein
NapTol_Functional_sc_30_19	1247	22251	23498	NapTol_Functional_sc_30	31609	+		root (1)	hypothetical protein
NapTol_Functional_sc_30_20	890	23576	24466	NapTol_Functional_sc_30	31609	+		Firmicutes (1239)	N-Acetyl-D-glucosamine ABC transport system, permease protein 1
NapTol_Functional_sc_30_21	827	24463	25290	NapTol_Functional_sc_30	31609	+		Bacteria (2)	SN-glycerol-3-phosphate transport system permease protein UgpE (TC 3.A.1.1.3)
NapTol_Functional_sc_30_22	680	25295	25975	NapTol_Functional_sc_30	31609	+		root (1)	hypothetical protein
NapTol_Functional_sc_30_23	1826	25972	27798	NapTol_Functional_sc_30	31609	+		root (1)	hypothetical protein
NapTol_Functional_sc_30_24	1427	27816	29243	NapTol_Functional_sc_30	31609	-		root (1)	hypothetical protein
NapTol_Functional_sc_30_25	704	29247	29951	NapTol_Functional_sc_30	31609	-		Bacteria (2)	two component heavy metal response transcriptional regulator, winged helix family
NapTol_Functional_sc_30_26	335	30061	30396	NapTol_Functional_sc_30	31609	-		root (1)	hypothetical protein
NapTol_Functional_sc_30_27	1013	30596	31609	NapTol_Functional_sc_30	31609	-		root (1)	hypothetical protein
NapTol_Functional_sc_31_0	287	89	376	NapTol_Functional_sc_31	11862	+		Clostridia (186801)	CopG family transcripitonal regulator
NapTol_Functional_sc_31_1	1385	348	1733	NapTol_Functional_sc_31	11862	+		Bacteria (2)	Thiazole biosynthesis protein ThiH
NapTol_Functional_sc_31_2	1037	1730	2767	NapTol_Functional_sc_31	11862	+		Bacteria (2)	Biotin synthase related enzymes
NapTol_Functional_sc_31_3	1349	2757	4106	NapTol_Functional_sc_31	11862	+	4.3.1.1	Spirochaetaceae (137)	Aspartate ammonia-lyase (EC 4.3.1.1)
NapTol_Functional_sc_31_4	1271	4116	5387	NapTol_Functional_sc_31	11862	+		Bacteria (2)	Putative GTP-binding protien TM0445
NapTol_Functional_sc_31_5	1154	5541	6695	NapTol_Functional_sc_31	11862	+		Monera	Ferredoxin oxidoreductase
NapTol_Functional_sc_31_6	410	6692	7102	NapTol_Functional_sc_31	11862	+		Bacteria (2)	NIL domain-containing protein
NapTol_Functional_sc_31_7	800	7106	7906	NapTol_Functional_sc_31	11862	+		root (1)	hypothetical protein
NapTol_Functional_sc_31_8	3740	7833	11573	NapTol_Functional_sc_31	11862	-	2.1.1.13	Proteobacteria (1224)	5-methyltetrahydrofolate--homocysteine methyltransferase (EC 2.1.1.13)
NapTol_Functional_sc_31_9	290	11570	11860	NapTol_Functional_sc_31	11862	-	1.5.1.20	Bacteria (2)	5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)
NapTol_Functional_sc_32_0	689	135	824	NapTol_Functional_sc_32	30201	+		Bacteria (2)	Putative preQ0 transporter
NapTol_Functional_sc_32_1	401	824	1225	NapTol_Functional_sc_32	30201	+	1.7.1.13	Bacteria (2)	NADPH dependent preQ0 reductase (EC 1.7.1.13)
NapTol_Functional_sc_32_2	1106	1510	2616	NapTol_Functional_sc_32	30201	+	3.5.4.26	Clostridia (186801)	Diaminohydroxyphosphoribosylaminopyrimidine deaminase (EC 3.5.4.26) / 5-amino-6-(5-phosphoribosylamino)uracil reductase 1.1.1.193)
NapTol_Functional_sc_32_3	668	2601	3269	NapTol_Functional_sc_32	30201	+	2.5.1.9	Bacteria (2)	Riboflavin synthase eubacterial/eukaryotic (EC 2.5.1.9) [Haemophilus
NapTol_Functional_sc_32_4	1241	3269	4510	NapTol_Functional_sc_32	30201	+	4.1.99.12	Firmicutes (1239)	3,4-dihydroxy-2-butanone 4-phosphate synthase (EC 4.1.99.12) / GTP cyclohydrolase II 3.5.4.25)
NapTol_Functional_sc_32_5	467	4507	4974	NapTol_Functional_sc_32	30201	+	2.5.1.78	Bacteria (2)	6,7-dimethyl-8-ribityllumazine synthase (EC 2.5.1.78)
NapTol_Functional_sc_32_6	1298	5296	6594	NapTol_Functional_sc_32	30201	+	4.1.99.17	Bacteria (2)	Hydroxymethylpyrimidine phosphate synthase ThiC (EC 4.1.99.17)
NapTol_Functional_sc_32_7	818	6584	7402	NapTol_Functional_sc_32	30201	+	2.7.4.7	Bacteria (2)	Hydroxymethylpyrimidine phosphate kinase ThiD (EC 2.7.4.7)
NapTol_Functional_sc_32_8	824	7399	8223	NapTol_Functional_sc_32	30201	+	2.7.1.50	Bacteria (2)	Hydroxyethylthiazole kinase (EC 2.7.1.50)
NapTol_Functional_sc_32_9	626	8210	8836	NapTol_Functional_sc_32	30201	+	2.5.1.3	Treponema caldaria (215591)	Thiamin-phosphate pyrophosphorylase (EC 2.5.1.3)
NapTol_Functional_sc_32_10	788	8842	9630	NapTol_Functional_sc_32	30201	+		Treponema caldaria (215591)	Haloacid dehalogenase domain-containing protein hydrolase
NapTol_Functional_sc_32_11	1694	9906	11600	NapTol_Functional_sc_32	30201	+		Bacteria (2)	von Willebrand factor type A domain protein
NapTol_Functional_sc_32_12	878	11631	12509	NapTol_Functional_sc_32	30201	-		root (1)	hypothetical protein
NapTol_Functional_sc_32_13	2135	12526	14661	NapTol_Functional_sc_32	30201	-	1.17.4.2	Bacteria (2)	Ribonucleotide reductase class III (anaerobic), large subunit (EC 1.17.4.2)
NapTol_Functional_sc_32_14	350	15070	15420	NapTol_Functional_sc_32	30201	-		root (1)	hypothetical protein
NapTol_Functional_sc_32_15	1568	15438	17006	NapTol_Functional_sc_32	30201	-		Treponema caldaria (215591)	Polyferredoxin NapH (periplasmic nitrate reductase)
NapTol_Functional_sc_32_16	1358	17186	18544	NapTol_Functional_sc_32	30201	-	3.2.1.22	Bacteria (2)	Alpha-galactosidase (EC 3.2.1.22)
NapTol_Functional_sc_32_17	989	18619	19608	NapTol_Functional_sc_32	30201	-		Treponema caldaria (215591)	LacI family transcriptional regulator
NapTol_Functional_sc_32_18	2429	19810	22239	NapTol_Functional_sc_32	30201	+		root (1)	hypothetical protein
NapTol_Functional_sc_32_19	1247	22251	23498	NapTol_Functional_sc_32	30201	+		root (1)	hypothetical protein
NapTol_Functional_sc_32_20	827	24462	25289	NapTol_Functional_sc_32	30201	+		Bacteria (2)	SN-glycerol-3-phosphate transport system permease protein UgpE (TC 3.A.1.1.3)
NapTol_Functional_sc_32_21	680	25294	25974	NapTol_Functional_sc_32	30201	+		root (1)	hypothetical protein
NapTol_Functional_sc_32_22	1826	25971	27797	NapTol_Functional_sc_32	30201	+		root (1)	hypothetical protein
NapTol_Functional_sc_32_23	1427	27815	29242	NapTol_Functional_sc_32	30201	-		root (1)	hypothetical protein
NapTol_Functional_sc_32_24	704	29246	29950	NapTol_Functional_sc_32	30201	-		Bacteria (2)	two component heavy metal response transcriptional regulator, winged helix family
NapTol_Functional_sc_32_25	140	30060	30200	NapTol_Functional_sc_32	30201	-		root (1)	hypothetical protein
NapTol_Functional_sc_33_0	971	186	1157	NapTol_Functional_sc_33	41971	-		Enterobacteriaceae (543)	Chromosome (plasmid) partitioning protein ParB
NapTol_Functional_sc_33_1	1166	1157	2323	NapTol_Functional_sc_33	41971	-		Enterobacteriaceae (543)	Chromosome (plasmid) partitioning protein ParA
NapTol_Functional_sc_33_2	755	2911	3666	NapTol_Functional_sc_33	41971	-		Enterobacteriaceae (543)	Replication initiation protein RepE
NapTol_Functional_sc_33_3	512	5061	5573	NapTol_Functional_sc_33	41971	-		Escherichia coli (562)	Resolvase
NapTol_Functional_sc_33_4	659	5627	6286	NapTol_Functional_sc_33	41971	+	2.3.1.28	Bacteria (2)	Chloramphenicol acetyltransferase 3 (EC 2.3.1.28) (Chloramphenicol III) (catIII)
NapTol_Functional_sc_33_5	821	6707	7528	NapTol_Functional_sc_33	41971	+		Bacilli (91061)	Transposase, IS111A/IS1328/IS1533:Transposase IS116/IS110/IS902
NapTol_Functional_sc_33_6	473	7688	8161	NapTol_Functional_sc_33	41971	-	1.17.1.4	Bacteria (2)	Xanthine dehydrogenase iron-sulfur subunit (EC 1.17.1.4)
NapTol_Functional_sc_33_7	875	8183	9058	NapTol_Functional_sc_33	41971	-	1.17.1.4	Bacteria (2)	Xanthine dehydrogenase, FAD binding subunit (EC 1.17.1.4)
NapTol_Functional_sc_33_8	1463	9297	10760	NapTol_Functional_sc_33	41971	-		Firmicutes (1239)	transcriptional regulator
NapTol_Functional_sc_33_9	1598	10786	12384	NapTol_Functional_sc_33	41971	-		Peptococcaceae (186807)	Two-component sensor histidine kinase
NapTol_Functional_sc_33_10	353	12418	12771	NapTol_Functional_sc_33	41971	-		Bacteria (2)	Uncharacterized conserved protein
NapTol_Functional_sc_33_11	509	12788	13297	NapTol_Functional_sc_33	41971	-		Bacillus sp. 1NLA3E (666686)	flavodoxin
NapTol_Functional_sc_33_12	3143	13366	16509	NapTol_Functional_sc_33	41971	-		Peptococcaceae (186807)	Exonuclease SbcC
NapTol_Functional_sc_33_13	1151	16506	17657	NapTol_Functional_sc_33	41971	-		Clostridiales (186802)	Exonuclease SbcD
NapTol_Functional_sc_33_14	194	17889	18083	NapTol_Functional_sc_33	41971	+		root (1)	hypothetical protein
NapTol_Functional_sc_33_15	851	18181	19032	NapTol_Functional_sc_33	41971	-	3.5.3.11	Firmicutes (1239)	Agmatinase (EC 3.5.3.11)
NapTol_Functional_sc_33_16	854	19019	19873	NapTol_Functional_sc_33	41971	-	2.5.1.16	Firmicutes (1239)	Spermidine synthase (EC 2.5.1.16)
NapTol_Functional_sc_33_17	1454	19875	21329	NapTol_Functional_sc_33	41971	-	4.1.1.19	Firmicutes (1239)	Arginine decarboxylase (EC 4.1.1.19)
NapTol_Functional_sc_33_18	806	21340	22146	NapTol_Functional_sc_33	41971	-	4.1.1.50	Bacteria (2)	S-adenosylmethionine decarboxylase proenzyme (EC 4.1.1.50), prokaryotic class 1A
NapTol_Functional_sc_33_19	719	22286	23005	NapTol_Functional_sc_33	41971	-		Bacteria (2)	Ferredoxin 3 fused to uncharacterized domain
NapTol_Functional_sc_33_20	464	23193	23657	NapTol_Functional_sc_33	41971	-		root (1)	hypothetical protein
NapTol_Functional_sc_33_21	1217	23765	24982	NapTol_Functional_sc_33	41971	-	2.6.1.2	Lactobacillales (186826)	Alanine transaminase (EC 2.6.1.2) ## AlaA
NapTol_Functional_sc_33_22	503	25244	25747	NapTol_Functional_sc_33	41971	-		Clostridiales (186802)	HD family hydrolase, diverged
NapTol_Functional_sc_33_23	1229	25827	27056	NapTol_Functional_sc_33	41971	-		root (1)	hypothetical protein
NapTol_Functional_sc_33_24	584	27174	27758	NapTol_Functional_sc_33	41971	+		root (1)	hypothetical protein
NapTol_Functional_sc_33_25	1265	27941	29206	NapTol_Functional_sc_33	41971	+	3.5.4.26	Bacteria (2)	Diaminohydroxyphosphoribosylaminopyrimidine deaminase (EC 3.5.4.26) / 5-amino-6-(5-phosphoribosylamino)uracil reductase 1.1.1.193) [Haemophilus
NapTol_Functional_sc_33_26	653	29187	29840	NapTol_Functional_sc_33	41971	+	2.5.1.9	Clostridiaceae (31979)	Riboflavin synthase eubacterial/eukaryotic (EC 2.5.1.9)
NapTol_Functional_sc_33_27	1208	29888	31096	NapTol_Functional_sc_33	41971	+	4.1.99.12	Clostridiales (186802)	3,4-dihydroxy-2-butanone 4-phosphate synthase (EC 4.1.99.12) / GTP cyclohydrolase II 3.5.4.25)
NapTol_Functional_sc_33_28	464	31123	31587	NapTol_Functional_sc_33	41971	+	2.5.1.9	Clostridiales (186802)	6,7-dimethyl-8-ribityllumazine synthase (EC 2.5.1.9)
NapTol_Functional_sc_33_29	1373	31550	32923	NapTol_Functional_sc_33	41971	-		root (1)	hypothetical protein
NapTol_Functional_sc_33_30	638	32958	33596	NapTol_Functional_sc_33	41971	-		Monera	protein unknown function DUF1121
NapTol_Functional_sc_33_31	1223	33589	34812	NapTol_Functional_sc_33	41971	-		Monera	Predicted functional analog homoserine kinase (EC 2.7.1.-)
NapTol_Functional_sc_33_32	461	34921	35382	NapTol_Functional_sc_33	41971	-		root (1)	hypothetical protein
NapTol_Functional_sc_33_33	740	35403	36143	NapTol_Functional_sc_33	41971	-		root (1)	hypothetical protein
NapTol_Functional_sc_33_34	404	36195	36599	NapTol_Functional_sc_33	41971	-		root (1)	hypothetical protein
NapTol_Functional_sc_33_35	422	36603	37025	NapTol_Functional_sc_33	41971	-		root (1)	hypothetical protein
NapTol_Functional_sc_33_36	227	37022	37249	NapTol_Functional_sc_33	41971	-		root (1)	hypothetical protein
NapTol_Functional_sc_33_37	914	37299	38213	NapTol_Functional_sc_33	41971	-		root (1)	hypothetical protein
NapTol_Functional_sc_33_38	890	38254	39144	NapTol_Functional_sc_33	41971	-		root (1)	hypothetical protein
NapTol_Functional_sc_33_39	1265	39141	40406	NapTol_Functional_sc_33	41971	-		Thermincola potens (863643)	Type II/IV secretion system ATP hydrolase TadA/VirB11/CpaF, TadA subfamily
NapTol_Functional_sc_33_40	506	40547	41053	NapTol_Functional_sc_33	41971	+		root (1)	glycosyl transferase protein, family 1 [ (GT4)
NapTol_Functional_sc_40_0	2234	2	2236	NapTol_Functional_sc_40	14477	-	6.3.5.5	Bacteria (2)	Carbamoyl-phosphate synthase large chain (EC 6.3.5.5)
NapTol_Functional_sc_40_1	983	2259	3242	NapTol_Functional_sc_40	14477	+		root (1)	hypothetical protein
NapTol_Functional_sc_40_2	935	3518	4453	NapTol_Functional_sc_40	14477	+		root (1)	hypothetical protein
NapTol_Functional_sc_40_3	1010	4530	5540	NapTol_Functional_sc_40	14477	-	1.1.1.94	Firmicutes (1239)	Glycerol-3-phosphate dehydrogenase (EC 1.1.1.94)
NapTol_Functional_sc_40_4	620	5621	6241	NapTol_Functional_sc_40	14477	+		Bacteria (2)	Acyl-phosphate:glycerol-3-phosphate O-acyltransferase PlsY
NapTol_Functional_sc_40_5	476	6256	6732	NapTol_Functional_sc_40	14477	-	2.5.1.78	Firmicutes (1239)	6,7-dimethyl-8-ribityllumazine synthase (EC 2.5.1.78)
NapTol_Functional_sc_40_6	1244	6716	7960	NapTol_Functional_sc_40	14477	-	4.1.99.12	Clostridia (186801)	3,4-dihydroxy-2-butanone 4-phosphate synthase (EC 4.1.99.12) / GTP cyclohydrolase II 3.5.4.25)
NapTol_Functional_sc_40_7	638	7962	8600	NapTol_Functional_sc_40	14477	-	2.5.1.9	Bacteria (2)	Riboflavin synthase eubacterial/eukaryotic (EC 2.5.1.9)
NapTol_Functional_sc_40_8	1100	8637	9737	NapTol_Functional_sc_40	14477	-	3.5.4.26	Firmicutes (1239)	Diaminohydroxyphosphoribosylaminopyrimidine deaminase (EC 3.5.4.26) / 5-amino-6-(5-phosphoribosylamino)uracil reductase 1.1.1.193)
NapTol_Functional_sc_40_9	1310	9983	11293	NapTol_Functional_sc_40	14477	-		root (1)	hypothetical protein
NapTol_Functional_sc_40_10	1622	11792	13414	NapTol_Functional_sc_40	14477	+		root (1)	hypothetical protein
NapTol_Functional_sc_40_11	641	13417	14058	NapTol_Functional_sc_40	14477	+		Oscillochloris trichoides (104176)	RNA polymerase, sigma-24 subunit, ECF subfamily
NapTol_Functional_sc_40_12	407	14070	14477	NapTol_Functional_sc_40	14477	+		root (1)	hypothetical protein
NapTol_Functional_sc_8_0	455	1	456	NapTol_Functional_sc_8	9420	-		Syntrophus aciditrophicus (316277)	cytoplasmic protein
NapTol_Functional_sc_8_1	974	525	1499	NapTol_Functional_sc_8	9420	-		root (1)	hypothetical protein
NapTol_Functional_sc_8_2	527	1902	2429	NapTol_Functional_sc_8	9420	+		Gammaproteobacteria (1236)	hypothetical protein
NapTol_Functional_sc_8_3	725	2534	3259	NapTol_Functional_sc_8	9420	+		root (1)	hypothetical protein
NapTol_Functional_sc_8_4	980	3217	4197	NapTol_Functional_sc_8	9420	-		Bacteria (2)	transposase, IS4
NapTol_Functional_sc_8_5	677	4369	5046	NapTol_Functional_sc_8	9420	-		root (1)	hypothetical protein
NapTol_Functional_sc_8_6	1412	5030	6442	NapTol_Functional_sc_8	9420	-		root (1)	hypothetical protein
NapTol_Functional_sc_8_7	104	6655	6759	NapTol_Functional_sc_8	9420	-		root (1)	hypothetical protein
NapTol_Functional_sc_8_8	224	7021	7245	NapTol_Functional_sc_8	9420	-		root (1)	hypothetical protein
NapTol_Functional_sc_8_9	668	7190	7858	NapTol_Functional_sc_8	9420	-		Bacteria (2)	transposase, IS4
NapTol_Functional_sc_8_10	401	7962	8363	NapTol_Functional_sc_8	9420	+		root (1)	hypothetical protein
NapTol_Functional_sc_8_11	692	8470	9162	NapTol_Functional_sc_8	9420	+		root (1)	hypothetical protein
NapTol_Functional_sc_8_12	161	9201	9362	NapTol_Functional_sc_8	9420	+		root (1)	hypothetical protein
NapTol_Functional_sc_9_0	1571	2	1573	NapTol_Functional_sc_9	29369	+	2.7.7.25	Peptococcaceae (186807)	tRNA nucleotidyltransferase, A-adding (EC 2.7.7.25)
NapTol_Functional_sc_9_1	593	1612	2205	NapTol_Functional_sc_9	29369	+		Clostridia (186801)	FIG004556: membrane metalloprotease
NapTol_Functional_sc_9_2	992	2256	3248	NapTol_Functional_sc_9	29369	+	6.1.1.2	Bacteria (2)	Tryptophanyl-tRNA synthetase (EC 6.1.1.2)
NapTol_Functional_sc_9_3	983	3433	4416	NapTol_Functional_sc_9	29369	+		Clostridia (186801)	Cobalt-zinc-cadmium resistance protein
NapTol_Functional_sc_9_4	3974	4472	8446	NapTol_Functional_sc_9	29369	+		Peptococcaceae (186807)	ATP-dependent nuclease, subunit A
NapTol_Functional_sc_9_5	143	8886	9029	NapTol_Functional_sc_9	29369	+		root (1)	hypothetical protein
NapTol_Functional_sc_9_6	1178	9541	10719	NapTol_Functional_sc_9	29369	+		Bacteria (2)	thiolase
NapTol_Functional_sc_9_7	2564	11489	14053	NapTol_Functional_sc_9	29369	+	3.6.3.3	Firmicutes (1239)	Lead, cadmium, zinc mercury transporting ATPase (EC 3.6.3.3) 3.6.3.5) Copper-translocating P-type 3.6.3.4)
NapTol_Functional_sc_9_8	146	14165	14311	NapTol_Functional_sc_9	29369	+		root (1)	hypothetical protein
NapTol_Functional_sc_9_9	221	14485	14706	NapTol_Functional_sc_9	29369	-		Desulfotomaculum kuznetsovii (58135)	secretion protein HlyD family
NapTol_Functional_sc_9_10	3143	14790	17933	NapTol_Functional_sc_9	29369	-		Clostridia (186801)	RND multidrug efflux transporter Acriflavin resistance protein
NapTol_Functional_sc_9_11	1238	18121	19359	NapTol_Functional_sc_9	29369	-		Desulfotomaculum kuznetsovii (58135)	Probable Co/Zn/Cd efflux system membrane fusion protein
NapTol_Functional_sc_9_12	476	19426	19902	NapTol_Functional_sc_9	29369	-		Peptococcaceae (186807)	MarR family transcriptional regulator
NapTol_Functional_sc_9_13	293	19998	20291	NapTol_Functional_sc_9	29369	-		root (1)	hypothetical protein
NapTol_Functional_sc_9_14	188	20981	21169	NapTol_Functional_sc_9	29369	-		root (1)	hypothetical protein
NapTol_Functional_sc_9_15	656	21586	22242	NapTol_Functional_sc_9	29369	+		Clostridia (186801)	GntR family transcriptional regulator
NapTol_Functional_sc_9_16	1091	22654	23745	NapTol_Functional_sc_9	29369	+	3.5.4.26	Bacteria (2)	Diaminohydroxyphosphoribosylaminopyrimidine deaminase (EC 3.5.4.26) / 5-amino-6-(5-phosphoribosylamino)uracil reductase 1.1.1.193)
NapTol_Functional_sc_9_17	653	23787	24440	NapTol_Functional_sc_9	29369	+	2.5.1.9	Bacteria (2)	Riboflavin synthase eubacterial/eukaryotic (EC 2.5.1.9)
NapTol_Functional_sc_9_18	1217	24474	25691	NapTol_Functional_sc_9	29369	+	4.1.99.12	Firmicutes (1239)	3,4-dihydroxy-2-butanone 4-phosphate synthase (EC 4.1.99.12) / GTP cyclohydrolase II 3.5.4.25)
NapTol_Functional_sc_9_19	464	25732	26196	NapTol_Functional_sc_9	29369	+	2.5.1.78	Firmicutes (1239)	6,7-dimethyl-8-ribityllumazine synthase (EC 2.5.1.78)
NapTol_Functional_sc_9_20	1040	26368	27408	NapTol_Functional_sc_9	29369	+	2.4.2.11	Monera	Nicotinate phosphoribosyltransferase (EC 2.4.2.11)
NapTol_Functional_sc_9_21	1367	27703	29070	NapTol_Functional_sc_9	29369	+		Clostridia (186801)	ATP-dependent DNA helicase RecG (EC 3.6.1.-)
NapTol_Functional_sc_4_0	1388	3	1391	NapTol_Functional_sc_4	12684	-		Methanomicrobia (224756)	transposase
NapTol_Functional_sc_4_1	203	1608	1811	NapTol_Functional_sc_4	12684	+		root (1)	hypothetical protein
NapTol_Functional_sc_4_2	1187	1748	2935	NapTol_Functional_sc_4	12684	-		Methanomicrobia (224756)	Transposase
NapTol_Functional_sc_4_3	677	3484	4161	NapTol_Functional_sc_4	12684	-	4.1.99.12	Euryarchaeota (28890)	3,4-dihydroxy-2-butanone 4-phosphate synthase (EC 4.1.99.12)
NapTol_Functional_sc_4_4	668	4154	4822	NapTol_Functional_sc_4	12684	-	2.7.1.161	Methanomicrobiales (2191)	DNA-binding HTH domain riboflavin kinase / CTP-dependent archaeal (EC 2.7.1.161)
NapTol_Functional_sc_4_5	710	4944	5654	NapTol_Functional_sc_4	12684	+		Euryarchaeota (28890)	XRE family transcriptional regulator
NapTol_Functional_sc_4_6	1052	5648	6700	NapTol_Functional_sc_4	12684	+	2.3.3.10	Euryarchaeota (28890)	Hydroxymethylglutaryl-CoA synthase (EC 2.3.3.10)
NapTol_Functional_sc_4_7	1160	6697	7857	NapTol_Functional_sc_4	12684	+	2.3.1.16	Euryarchaeota (28890)	3-ketoacyl-CoA thiolase (EC 2.3.1.16)
NapTol_Functional_sc_4_8	392	7860	8252	NapTol_Functional_sc_4	12684	+		Euryarchaeota (28890)	conserved protein associated acetyl-CoA C-acyltransferase
NapTol_Functional_sc_4_9	932	8398	9330	NapTol_Functional_sc_4	12684	-	2.1.1.31	Methanomicrobiales (2191)	tRNA (Guanine37-N1) -methyltransferase (EC 2.1.1.31)
NapTol_Functional_sc_4_10	1208	9366	10574	NapTol_Functional_sc_4	12684	+	1.1.1.34	Euryarchaeota (28890)	Hydroxymethylglutaryl-CoA reductase (EC 1.1.1.34)
NapTol_Functional_sc_4_11	464	10633	11097	NapTol_Functional_sc_4	12684	-		Methanomicrobiales (2191)	Ribosomal-protein-S18p-alanine acetyltransferase (EC 2.3.1.-)
NapTol_Functional_sc_4_12	1265	11183	12448	NapTol_Functional_sc_4	12684	+		Methanomicrobiales (2191)	hypothetical protein
NapTol_Functional_sc_4_13	62	12620	12682	NapTol_Functional_sc_4	12684	+		root (1)	hypothetical protein
NapTol_Functional_sc_5_0	1661	490	2151	NapTol_Functional_sc_5	36783	+	1.5.1.20	Bacteria (2)	5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)
NapTol_Functional_sc_5_1	3740	2148	5888	NapTol_Functional_sc_5	36783	+	2.1.1.13	Proteobacteria (1224)	5-methyltetrahydrofolate--homocysteine methyltransferase (EC 2.1.1.13)
NapTol_Functional_sc_5_2	800	5815	6615	NapTol_Functional_sc_5	36783	-		root (1)	hypothetical protein
NapTol_Functional_sc_5_3	410	6619	7029	NapTol_Functional_sc_5	36783	-		Bacteria (2)	NIL domain-containing protein
NapTol_Functional_sc_5_4	1154	7026	8180	NapTol_Functional_sc_5	36783	-		Monera	Ferredoxin oxidoreductase
NapTol_Functional_sc_5_5	1271	8334	9605	NapTol_Functional_sc_5	36783	-		Bacteria (2)	Putative GTP-binding protien TM0445
